Date,Opening Price,Maximum Price,Minimum Price,Closing Price
26.11.2018,107900,107940,107900,107920
26.11.2018,107920,107930,107900,107910
26.11.2018,107900,107930,107860,107930
26.11.2018,107920,107920,107860,107870
26.11.2018,107870,107920,107870,107920
26.11.2018,107910,107970,107900,107970
26.11.2018,107960,107980,107910,107960
26.11.2018,107970,107980,107940,107980
26.11.2018,107970,107990,107950,107980
26.11.2018,107980,108000,107970,107990
26.11.2018,107990,108060,107940,108010
26.11.2018,108020,108020,107970,107970
26.11.2018,107960,107980,107890,107900
26.11.2018,107910,107940,107880,107940
26.11.2018,107950,107950,107930,107940
26.11.2018,107930,107950,107910,107930
26.11.2018,107920,107940,107880,107910
26.11.2018,107910,107940,107900,107940
26.11.2018,107930,107950,107920,107920
26.11.2018,107920,107920,107900,107900
26.11.2018,107890,107910,107880,107900
26.11.2018,107900,107920,107900,107910
26.11.2018,107900,107910,107880,107910
26.11.2018,107920,107920,107830,107860
26.11.2018,107850,107860,107810,107840
26.11.2018,107830,107840,107830,107840
26.11.2018,107820,107880,107820,107880
26.11.2018,107890,107900,107880,107900
26.11.2018,107900,107910,107870,107890
26.11.2018,107890,107900,107860,107880
26.11.2018,107880,107900,107870,107870
26.11.2018,107860,107860,107820,107840
26.11.2018,107840,107850,107810,107820
26.11.2018,107810,107830,107730,107750
26.11.2018,107750,107780,107680,107760
26.11.2018,107760,107800,107750,107800
26.11.2018,107780,107800,107760,107790
26.11.2018,107800,107800,107780,107790
26.11.2018,107790,107840,107780,107830
26.11.2018,107830,107830,107780,107780
26.11.2018,107790,107820,107780,107820
26.11.2018,107820,107870,107810,107870
26.11.2018,107880,107890,107860,107880
26.11.2018,107890,107890,107840,107860
26.11.2018,107880,107900,107880,107880
26.11.2018,107890,107890,107880,107890
26.11.2018,107880,107880,107840,107850
26.11.2018,107870,107900,107870,107890
26.11.2018,107890,107920,107850,107860
26.11.2018,107860,107930,107860,107920
26.11.2018,107930,107950,107920,107950
26.11.2018,107950,107960,107930,107940
26.11.2018,107920,107920,107870,107910
26.11.2018,107920,107920,107860,107860
26.11.2018,107860,107890,107850,107850
26.11.2018,107850,107880,107850,107880
26.11.2018,107890,107910,107870,107900
26.11.2018,107920,107920,107870,107880
26.11.2018,107880,107920,107880,107890
26.11.2018,107910,107940,107910,107910
26.11.2018,107930,108070,107910,108030
26.11.2018,108020,108030,107940,107990
26.11.2018,107990,108020,107930,107950
26.11.2018,107940,107980,107900,107920
26.11.2018,107920,107930,107870,107890
26.11.2018,107880,107930,107880,107920
26.11.2018,107930,107980,107930,107980
26.11.2018,107980,108100,107980,108070
26.11.2018,108070,108090,108030,108040
26.11.2018,108020,108050,108000,108030
26.11.2018,108030,108060,108010,108010
26.11.2018,108010,108010,107970,107970
26.11.2018,107970,107980,107940,107980
26.11.2018,107970,107980,107940,107960
26.11.2018,107970,107970,107940,107950
26.11.2018,107940,108010,107940,108000
26.11.2018,107990,108080,107990,108060
26.11.2018,108060,108090,107960,107970
26.11.2018,107960,108030,107960,108030
26.11.2018,108020,108020,107990,108000
26.11.2018,107970,107980,107960,107970
26.11.2018,107980,108030,107980,108010
26.11.2018,108010,108010,107960,107960
26.11.2018,107970,107990,107950,107960
26.11.2018,107970,108000,107930,107990
26.11.2018,107980,107990,107960,107990
26.11.2018,107980,108070,107980,108040
26.11.2018,108030,108060,108030,108060
26.11.2018,108060,108060,108010,108040
26.11.2018,108050,108060,108030,108030
26.11.2018,108040,108110,108040,108060
26.11.2018,108070,108080,108060,108080
26.11.2018,108080,108090,108040,108050
26.11.2018,108050,108100,108050,108070
26.11.2018,108060,108060,108030,108030
26.11.2018,108020,108030,108010,108030
26.11.2018,108040,108040,108020,108040
26.11.2018,108050,108080,108050,108080
26.11.2018,108090,108090,108060,108070
26.11.2018,108090,108090,108030,108030
26.11.2018,108020,108040,108010,108030
26.11.2018,108040,108070,108040,108060
26.11.2018,108070,108090,108070,108080
26.11.2018,108080,108090,108040,108090
26.11.2018,108090,108150,108070,108130
26.11.2018,108120,108140,108100,108100
26.11.2018,108090,108120,108080,108120
26.11.2018,108130,108180,108120,108160
26.11.2018,108170,108170,108120,108130
26.11.2018,108130,108150,108120,108130
26.11.2018,108120,108210,108120,108190
26.11.2018,108200,108250,108190,108250
26.11.2018,108250,108270,108200,108220
26.11.2018,108230,108230,108190,108190
26.11.2018,108200,108200,108170,108180
26.11.2018,108200,108200,108180,108190
26.11.2018,108190,108290,108190,108280
26.11.2018,108280,108350,108270,108310
26.11.2018,108310,108330,108250,108250
26.11.2018,108260,108280,108250,108280
26.11.2018,108290,108310,108230,108230
26.11.2018,108240,108250,108210,108240
26.11.2018,108250,108260,108240,108250
26.11.2018,108240,108260,108230,108240
26.11.2018,108240,108250,108230,108250
26.11.2018,108250,108260,108240,108260
26.11.2018,108260,108270,108230,108240
26.11.2018,108230,108290,108230,108290
26.11.2018,108280,108290,108220,108250
26.11.2018,108230,108250,108220,108220
26.11.2018,108230,108250,108220,108230
26.11.2018,108220,108250,108220,108240
26.11.2018,108240,108260,108230,108240
26.11.2018,108240,108270,108220,108230
26.11.2018,108230,108230,108180,108180
26.11.2018,108190,108190,108150,108180
26.11.2018,108170,108180,108150,108160
26.11.2018,108170,108170,108130,108150
26.11.2018,108150,108170,108140,108140
26.11.2018,108150,108150,108100,108110
26.11.2018,108130,108140,108110,108130
26.11.2018,108110,108160,108110,108120
26.11.2018,108140,108140,108100,108100
26.11.2018,108110,108130,108080,108120
26.11.2018,108110,108160,108110,108130
26.11.2018,108140,108160,108090,108090
26.11.2018,108090,108140,108090,108110
26.11.2018,108110,108110,108090,108100
26.11.2018,108100,108210,108100,108210
26.11.2018,108200,108230,108180,108230
26.11.2018,108230,108250,108210,108230
26.11.2018,108220,108230,108190,108200
26.11.2018,108200,108200,108150,108170
26.11.2018,108170,108170,108150,108170
26.11.2018,108170,108170,108100,108100
26.11.2018,108090,108110,108080,108080
26.11.2018,108080,108120,108080,108100
26.11.2018,108120,108240,108110,108200
26.11.2018,108190,108330,108190,108270
26.11.2018,108270,108280,108210,108210
26.11.2018,108200,108210,108190,108190
26.11.2018,108200,108200,108130,108140
26.11.2018,108140,108150,108130,108130
26.11.2018,108120,108140,108110,108130
26.11.2018,108120,108150,108110,108110
26.11.2018,108110,108110,108090,108110
26.11.2018,108110,108120,108060,108060
26.11.2018,108080,108080,107970,108040
26.11.2018,108040,108040,107970,107980
26.11.2018,107990,108000,107970,107970
26.11.2018,107990,108020,107990,108020
26.11.2018,108010,108030,107990,108020
26.11.2018,108010,108040,108010,108040
26.11.2018,108040,108040,107990,107990
26.11.2018,108000,108040,108000,108040
26.11.2018,108040,108070,108030,108050
26.11.2018,108060,108100,108060,108080
26.11.2018,108080,108110,108070,108100
26.11.2018,108110,108210,108110,108200
26.11.2018,108200,108200,108130,108150
26.11.2018,108150,108150,108090,108110
26.11.2018,108110,108220,108110,108200
26.11.2018,108210,108220,108180,108200
26.11.2018,108210,108230,108190,108190
26.11.2018,108190,108200,108160,108160
26.11.2018,108170,108190,108110,108130
26.11.2018,108120,108140,108110,108140
26.11.2018,108140,108170,108140,108150
26.11.2018,108140,108140,108050,108080
26.11.2018,108110,108110,108100,108100
26.11.2018,108080,108130,108080,108110
26.11.2018,108120,108140,108110,108120
26.11.2018,108120,108140,108100,108100
26.11.2018,108100,108150,108080,108150
26.11.2018,108130,108200,108120,108190
26.11.2018,108180,108220,108180,108190
26.11.2018,108190,108200,108160,108190
26.11.2018,108170,108170,108150,108150
26.11.2018,108160,108190,108150,108170
26.11.2018,108170,108170,108130,108130
26.11.2018,108120,108150,108120,108150
26.11.2018,108140,108160,108110,108140
26.11.2018,108130,108140,108080,108100
26.11.2018,108100,108180,108100,108150
26.11.2018,108150,108150,108120,108130
26.11.2018,108140,108140,108140,108140
26.11.2018,108120,108140,108110,108140
26.11.2018,108140,108200,108140,108170
26.11.2018,108170,108180,108140,108180
26.11.2018,108190,108190,108160,108160
26.11.2018,108170,108230,108170,108230
26.11.2018,108230,108340,108230,108290
26.11.2018,108290,108340,108290,108310
26.11.2018,108310,108320,108290,108320
26.11.2018,108320,108330,108280,108290
26.11.2018,108300,108310,108280,108310
26.11.2018,108290,108310,108260,108280
26.11.2018,108280,108290,108240,108260
26.11.2018,108240,108260,108230,108250
26.11.2018,108270,108270,108240,108260
26.11.2018,108260,108260,108220,108240
26.11.2018,108240,108250,108220,108250
26.11.2018,108250,108260,108220,108250
26.11.2018,108250,108310,108240,108310
26.11.2018,108300,108340,108280,108330
26.11.2018,108330,108340,108300,108330
26.11.2018,108320,108350,108270,108280
26.11.2018,108260,108370,108260,108370
03.12.2018,112120,117390,112120,115820
03.12.2018,115820,116100,115810,116070
03.12.2018,116040,116090,115560,115600
03.12.2018,115620,115800,115300,115340
03.12.2018,115340,115540,115320,115490
03.12.2018,115470,115580,115310,115410
03.12.2018,115430,115470,115370,115430
03.12.2018,115430,115520,115400,115490
03.12.2018,115500,115650,115480,115630
03.12.2018,115630,115970,115610,115960
03.12.2018,115950,115980,115810,115850
03.12.2018,115850,115920,115810,115840
03.12.2018,115840,115870,115760,115780
03.12.2018,115780,115820,115730,115780
03.12.2018,115770,115850,115770,115820
03.12.2018,115810,115850,115690,115700
03.12.2018,115710,115730,115640,115640
03.12.2018,115630,115740,115630,115710
03.12.2018,115710,115750,115660,115680
03.12.2018,115680,115750,115670,115700
03.12.2018,115710,115750,115700,115730
03.12.2018,115730,115750,115640,115650
03.12.2018,115630,115640,115560,115580
03.12.2018,115580,115580,115440,115470
03.12.2018,115460,115490,115350,115380
03.12.2018,115370,115450,115370,115410
03.12.2018,115400,115440,115340,115420
03.12.2018,115430,115460,115400,115440
03.12.2018,115450,115520,115440,115510
03.12.2018,115520,115750,115480,115630
03.12.2018,115620,115690,115620,115660
03.12.2018,115670,115680,115590,115610
03.12.2018,115600,115670,115600,115630
03.12.2018,115630,115680,115610,115620
03.12.2018,115620,115670,115590,115620
03.12.2018,115620,115650,115610,115630
03.12.2018,115630,115690,115620,115670
03.12.2018,115680,115700,115650,115660
03.12.2018,115660,115670,115610,115610
03.12.2018,115610,115640,115590,115610
03.12.2018,115620,115640,115570,115630
03.12.2018,115630,115650,115590,115610
03.12.2018,115600,115630,115570,115620
03.12.2018,115620,115680,115600,115620
03.12.2018,115610,115660,115600,115630
03.12.2018,115630,115770,115630,115740
03.12.2018,115740,115750,115710,115730
03.12.2018,115730,115750,115710,115720
03.12.2018,115710,115750,115670,115690
03.12.2018,115690,115720,115650,115650
03.12.2018,115660,115750,115650,115730
03.12.2018,115720,115740,115700,115730
03.12.2018,115730,115780,115730,115740
03.12.2018,115750,115810,115750,115800
03.12.2018,115800,115810,115760,115760
03.12.2018,115760,115820,115760,115820
03.12.2018,115810,115830,115740,115760
03.12.2018,115750,115770,115710,115720
03.12.2018,115710,115740,115700,115730
03.12.2018,115730,115750,115700,115720
03.12.2018,115720,115770,115610,115620
03.12.2018,115630,115710,115610,115640
03.12.2018,115640,115680,115530,115550
03.12.2018,115560,115570,115430,115440
03.12.2018,115430,115470,115280,115300
03.12.2018,115290,115370,115260,115310
03.12.2018,115300,115300,115240,115280
03.12.2018,115270,115270,115220,115230
03.12.2018,115240,115270,115200,115240
03.12.2018,115230,115330,115230,115310
03.12.2018,115300,115330,115270,115280
03.12.2018,115290,115300,115240,115240
03.12.2018,115240,115300,115240,115270
03.12.2018,115270,115320,115260,115270
03.12.2018,115270,115280,115200,115210
03.12.2018,115210,115300,115210,115280
03.12.2018,115280,115360,115280,115350
03.12.2018,115340,115420,115340,115400
03.12.2018,115410,115420,115380,115400
03.12.2018,115380,115400,115320,115340
03.12.2018,115360,115450,115360,115450
03.12.2018,115450,115490,115420,115480
03.12.2018,115490,115520,115440,115460
03.12.2018,115460,115490,115430,115450
03.12.2018,115440,115550,115410,115410
03.12.2018,115410,115570,115410,115570
03.12.2018,115570,115580,115480,115480
03.12.2018,115490,115660,115490,115660
03.12.2018,115660,115670,115600,115610
03.12.2018,115610,115670,115550,115580
03.12.2018,115600,115650,115590,115630
03.12.2018,115630,115670,115570,115590
03.12.2018,115600,115640,115590,115610
03.12.2018,115620,115640,115550,115600
03.12.2018,115600,115690,115600,115650
03.12.2018,115660,115660,115610,115610
03.12.2018,115610,115630,115570,115610
03.12.2018,115620,115640,115590,115610
03.12.2018,115600,115640,115600,115640
03.12.2018,115640,115640,115520,115520
03.12.2018,115520,115600,115520,115540
03.12.2018,115530,115560,115520,115530
03.12.2018,115530,115620,115510,115580
03.12.2018,115590,115590,115560,115570
03.12.2018,115570,115610,115560,115580
03.12.2018,115590,115660,115580,115600
03.12.2018,115600,115640,115580,115630
03.12.2018,115620,115660,115580,115610
03.12.2018,115610,115620,115580,115590
03.12.2018,115590,115620,115580,115590
03.12.2018,115580,115600,115550,115580
03.12.2018,115590,115600,115550,115560
03.12.2018,115560,115630,115560,115630
03.12.2018,115620,115670,115600,115660
03.12.2018,115650,115680,115600,115620
03.12.2018,115620,115670,115590,115610
03.12.2018,115610,115720,115580,115650
03.12.2018,115650,115720,115550,115550
03.12.2018,115550,115580,115520,115560
03.12.2018,115550,115590,115540,115570
03.12.2018,115560,115600,115480,115480
03.12.2018,115480,115540,115470,115500
03.12.2018,115510,115540,115490,115530
03.12.2018,115520,115560,115500,115550
03.12.2018,115540,115590,115530,115580
03.12.2018,115560,115580,115510,115520
03.12.2018,115530,115590,115490,115490
03.12.2018,115490,115500,115400,115430
03.12.2018,115430,115430,115370,115390
03.12.2018,115380,115400,115330,115340
03.12.2018,115340,115420,115310,115350
03.12.2018,115370,115420,115360,115370
03.12.2018,115370,115370,115300,115310
03.12.2018,115320,115340,115280,115300
03.12.2018,115290,115340,115280,115340
03.12.2018,115330,115340,115250,115270
03.12.2018,115280,115310,115270,115310
03.12.2018,115290,115330,115260,115330
03.12.2018,115330,115360,115320,115330
03.12.2018,115330,115330,115240,115280
03.12.2018,115280,115360,115270,115340
03.12.2018,115340,115340,115220,115270
03.12.2018,115270,115290,115210,115230
03.12.2018,115230,115230,115100,115140
03.12.2018,115140,115170,115100,115170
03.12.2018,115170,115200,115140,115170
03.12.2018,115170,115180,115110,115160
03.12.2018,115160,115200,115130,115140
03.12.2018,115140,115150,115110,115150
03.12.2018,115140,115200,115110,115170
03.12.2018,115180,115250,115180,115210
03.12.2018,115220,115230,115170,115190
03.12.2018,115200,115250,115190,115240
03.12.2018,115220,115310,115210,115280
03.12.2018,115270,115300,115250,115280
03.12.2018,115270,115280,115220,115250
03.12.2018,115250,115280,115230,115270
03.12.2018,115250,115290,115240,115290
03.12.2018,115290,115290,115260,115260
03.12.2018,115260,115270,115230,115230
03.12.2018,115240,115290,115230,115260
03.12.2018,115260,115320,115230,115310
03.12.2018,115310,115310,115270,115300
03.12.2018,115290,115300,115260,115270
03.12.2018,115260,115420,115260,115380
03.12.2018,115380,115380,115280,115300
03.12.2018,115310,115330,115270,115310
03.12.2018,115320,115370,115320,115360
03.12.2018,115350,115380,115340,115350
03.12.2018,115350,115360,115300,115310
03.12.2018,115310,115380,115310,115350
03.12.2018,115350,115370,115340,115350
03.12.2018,115350,115360,115330,115360
03.12.2018,115340,115390,115330,115360
03.12.2018,115350,115410,115340,115340
03.12.2018,115330,115360,115330,115340
03.12.2018,115340,115350,115280,115280
03.12.2018,115270,115330,115270,115300
03.12.2018,115310,115340,115300,115340
03.12.2018,115350,115410,115340,115390
03.12.2018,115390,115480,115390,115430
03.12.2018,115430,115460,115370,115370
03.12.2018,115380,115380,115280,115280
03.12.2018,115280,115300,115260,115280
03.12.2018,115290,115320,115260,115260
03.12.2018,115270,115280,115250,115250
03.12.2018,115250,115250,115140,115180
03.12.2018,115170,115190,115140,115160
03.12.2018,115150,115240,115150,115190
03.12.2018,115190,115260,115170,115220
03.12.2018,115220,115280,115200,115270
03.12.2018,115260,115300,115240,115260
03.12.2018,115260,115260,115190,115200
03.12.2018,115200,115220,115170,115200
03.12.2018,115200,115220,115200,115220
03.12.2018,115220,115260,115210,115250
03.12.2018,115230,115260,115190,115260
03.12.2018,115250,115310,115220,115240
03.12.2018,115240,115280,115200,115230
03.12.2018,115220,115240,115130,115180
03.12.2018,115180,115230,115170,115220
03.12.2018,115220,115260,115210,115240
03.12.2018,115240,115280,115230,115240
03.12.2018,115230,115250,115210,115240
03.12.2018,115240,115240,115180,115200
03.12.2018,115200,115220,115180,115190
03.12.2018,115210,115230,115210,115230
03.12.2018,115230,115250,115220,115240
03.12.2018,115230,115250,115220,115240
03.12.2018,115240,115370,115220,115250
03.12.2018,115250,115260,115200,115210
03.12.2018,115210,115240,115170,115190
03.12.2018,115180,115210,115160,115170
03.12.2018,115170,115200,115140,115170
03.12.2018,115170,115170,115110,115140
03.12.2018,115140,115220,115120,115200
03.12.2018,115220,115250,115210,115220
03.12.2018,115220,115260,115210,115230
03.12.2018,115240,115250,115180,115210
03.12.2018,115220,115250,115150,115240
03.12.2018,115240,115280,115230,115260
03.12.2018,115270,115290,115250,115250
03.12.2018,115250,115260,115210,115250
03.12.2018,115240,115250,115230,115240
03.12.2018,115240,115260,115220,115260
03.12.2018,115260,115270,115210,115230
03.12.2018,115230,115230,115190,115200
03.12.2018,115200,115240,115200,115230
03.12.2018,115220,115240,115200,115230
03.12.2018,115230,115270,115210,115210
03.12.2018,115220,115250,115190,115190
03.12.2018,115200,115210,115170,115190
03.12.2018,115200,115220,115180,115190
03.12.2018,115190,115200,115180,115180
03.12.2018,115180,115220,115180,115190
03.12.2018,115190,115230,115190,115230
03.12.2018,115230,115250,115210,115230
03.12.2018,115210,115250,115190,115220
03.12.2018,115210,115220,115200,115200
03.12.2018,115200,115230,115190,115230
03.12.2018,115210,115300,115200,115290
03.12.2018,115280,115290,115240,115250
03.12.2018,115250,115260,115200,115210
03.12.2018,115220,115240,115200,115200
03.12.2018,115210,115220,115190,115200
03.12.2018,115210,115220,115180,115200
03.12.2018,115200,115220,115190,115220
03.12.2018,115210,115250,115200,115250
03.12.2018,115260,115270,115220,115240
03.12.2018,115240,115300,115230,115240
03.12.2018,115250,115260,115220,115260
03.12.2018,115250,115260,115230,115250
03.12.2018,115250,115260,115230,115230
03.12.2018,115240,115240,115200,115200
03.12.2018,115210,115240,115190,115190
03.12.2018,115190,115200,115140,115190
03.12.2018,115190,115230,115180,115200
03.12.2018,115200,115230,115190,115210
03.12.2018,115200,115220,115190,115210
03.12.2018,115220,115220,115160,115180
03.12.2018,115180,115220,115180,115180
03.12.2018,115190,115190,115150,115170
03.12.2018,115170,115260,115160,115240
03.12.2018,115240,115270,115210,115220
03.12.2018,115220,115230,115180,115200
03.12.2018,115200,115200,115170,115180
03.12.2018,115170,115180,115140,115160
03.12.2018,115160,115190,115140,115160
03.12.2018,115170,115180,115150,115170
03.12.2018,115170,115180,115150,115180
03.12.2018,115180,115200,115140,115190
03.12.2018,115190,115200,115170,115170
03.12.2018,115170,115190,115130,115140
03.12.2018,115130,115140,114930,114950
03.12.2018,114950,114960,114830,114920
03.12.2018,114910,114990,114900,114990
03.12.2018,114990,115030,114980,114990
03.12.2018,114990,115020,114950,115000
03.12.2018,115000,115020,114970,114990
03.12.2018,114990,115000,114940,114940
03.12.2018,114950,114990,114910,114980
03.12.2018,114990,115000,114960,114990
03.12.2018,114960,114980,114910,114960
03.12.2018,114960,114990,114950,114980
03.12.2018,114970,115020,114960,115000
03.12.2018,115010,115030,114990,115000
03.12.2018,114990,115080,114990,115070
03.12.2018,115060,115070,115010,115020
03.12.2018,115010,115020,114990,115010
03.12.2018,115010,115080,115010,115050
03.12.2018,115030,115070,115010,115050
03.12.2018,115040,115050,115010,115040
03.12.2018,115030,115050,115000,115010
03.12.2018,115000,115040,114950,115010
03.12.2018,115020,115070,114990,115070
03.12.2018,115070,115090,114920,114980
03.12.2018,114980,115030,114960,114980
03.12.2018,114980,115000,114950,114980
03.12.2018,114990,115000,114940,114990
03.12.2018,114980,115030,114980,115010
03.12.2018,115010,115020,114970,114990
03.12.2018,115000,115050,114990,115050
03.12.2018,115030,115090,115030,115090
03.12.2018,115100,115220,115100,115200
03.12.2018,115200,115220,115170,115200
03.12.2018,115210,115210,115130,115140
03.12.2018,115140,115150,115090,115090
03.12.2018,115090,115150,115090,115120
03.12.2018,115120,115140,115030,115060
03.12.2018,115050,115080,115020,115040
03.12.2018,115040,115070,115020,115060
03.12.2018,115060,115100,115030,115060
03.12.2018,115070,115100,115040,115040
03.12.2018,115050,115130,115050,115130
03.12.2018,115130,115130,115070,115070
03.12.2018,115070,115080,115040,115060
03.12.2018,115070,115110,115060,115080
03.12.2018,115090,115110,115060,115090
03.12.2018,115090,115110,115090,115110
03.12.2018,115100,115200,115080,115200
03.12.2018,115190,115190,115160,115170
03.12.2018,115160,115370,115160,115290
03.12.2018,115300,115370,115270,115360
03.12.2018,115360,115380,115320,115340
03.12.2018,115350,115350,115300,115330
03.12.2018,115330,115340,115300,115310
03.12.2018,115320,115320,115300,115300
03.12.2018,115310,115330,115290,115320
03.12.2018,115320,115370,115280,115300
03.12.2018,115290,115310,115280,115290
03.12.2018,115290,115290,115270,115280
03.12.2018,115280,115290,115280,115290
03.12.2018,115290,115300,115280,115290
03.12.2018,115280,115300,115260,115280
03.12.2018,115280,115300,115250,115260
03.12.2018,115260,115260,115130,115150
03.12.2018,115160,115190,115150,115150
03.12.2018,115170,115200,115160,115200
03.12.2018,115180,115230,115160,115220
03.12.2018,115220,115240,115160,115200
03.12.2018,115200,115210,115110,115120
03.12.2018,115140,115240,115120,115210
03.12.2018,115200,115330,115130,115270
03.12.2018,115280,115310,115170,115260
03.12.2018,115260,115260,115170,115180
03.12.2018,115180,115200,115050,115070
03.12.2018,115070,115190,115060,115180
03.12.2018,115180,115210,115180,115200
03.12.2018,115220,115270,115200,115230
03.12.2018,115230,115260,115190,115220
03.12.2018,115210,115240,115210,115220
03.12.2018,115220,115260,115220,115250
03.12.2018,115250,115250,115190,115210
03.12.2018,115220,115230,115190,115200
03.12.2018,115210,115240,115190,115220
03.12.2018,115220,115240,115190,115190
03.12.2018,115200,115220,115180,115210
03.12.2018,115220,115230,115180,115200
03.12.2018,115210,115250,115210,115240
03.12.2018,115240,115270,115210,115260
03.12.2018,115250,115290,115250,115270
03.12.2018,115270,115270,115190,115210
03.12.2018,115220,115240,115190,115240
03.12.2018,115230,115240,115210,115240
03.12.2018,115230,115250,115220,115230
03.12.2018,115240,115260,115200,115200
03.12.2018,115210,115240,115200,115200
03.12.2018,115210,115250,115200,115240
03.12.2018,115240,115250,115220,115220
03.12.2018,115230,115250,115220,115240
03.12.2018,115240,115280,115240,115260
03.12.2018,115260,115260,115210,115230
03.12.2018,115230,115250,115230,115230
03.12.2018,115220,115220,115190,115210
03.12.2018,115220,115220,115160,115200
03.12.2018,115200,115200,115120,115130
03.12.2018,115130,115190,115110,115170
03.12.2018,115180,115190,115140,115150
03.12.2018,115160,115190,115130,115160
03.12.2018,115170,115190,115170,115180
03.12.2018,115190,115250,115180,115220
03.12.2018,115210,115280,115200,115280
03.12.2018,115280,115330,115270,115280
03.12.2018,115270,115330,115260,115290
03.12.2018,115290,115300,115250,115290
03.12.2018,115300,115350,115280,115300
03.12.2018,115310,115320,115270,115280
03.12.2018,115280,115290,115210,115230
03.12.2018,115230,115260,115220,115230
03.12.2018,115220,115250,115220,115250
03.12.2018,115240,115250,115210,115250
03.12.2018,115250,115290,115250,115280
03.12.2018,115290,115310,115250,115300
03.12.2018,115300,115300,115220,115280
03.12.2018,115280,115290,115240,115270
03.12.2018,115270,115330,115240,115310
03.12.2018,115300,115370,115300,115350
03.12.2018,115360,115380,115340,115340
03.12.2018,115340,115370,115310,115350
03.12.2018,115350,115380,115310,115340
03.12.2018,115340,115360,115300,115300
03.12.2018,115300,115360,115300,115340
03.12.2018,115330,115340,115270,115290
03.12.2018,115300,115330,115270,115320
03.12.2018,115320,115330,115310,115320
03.12.2018,115320,115470,115300,115440
03.12.2018,115430,115450,115390,115410
03.12.2018,115410,115440,115390,115420
03.12.2018,115410,115460,115390,115430
03.12.2018,115430,115470,115420,115420
03.12.2018,115420,115420,115370,115390
03.12.2018,115400,115440,115380,115420
03.12.2018,115420,115440,115320,115340
03.12.2018,115330,115350,115190,115240
03.12.2018,115230,115280,115230,115270
03.12.2018,115250,115260,115180,115220
03.12.2018,115210,115250,115190,115230
03.12.2018,115220,115280,115200,115270
03.12.2018,115280,115300,115230,115270
03.12.2018,115280,115290,115190,115210
03.12.2018,115220,115260,115210,115260
03.12.2018,115260,115320,115260,115300
03.12.2018,115300,115320,115250,115270
03.12.2018,115270,115270,115200,115220
03.12.2018,115220,115260,115210,115210
03.12.2018,115220,115310,115200,115300
03.12.2018,115310,115330,115290,115310
03.12.2018,115310,115450,115310,115410
03.12.2018,115410,115420,115350,115380
03.12.2018,115380,115420,115370,115420
03.12.2018,115420,115430,115360,115370
03.12.2018,115380,115440,115380,115400
03.12.2018,115410,115410,115380,115410
03.12.2018,115420,115440,115410,115430
03.12.2018,115420,115450,115420,115450
03.12.2018,115460,115460,115420,115450
03.12.2018,115450,115460,115430,115460
03.12.2018,115460,115460,115420,115440
03.12.2018,115430,115450,115420,115430
03.12.2018,115430,115460,115420,115430
03.12.2018,115440,115440,115410,115420
03.12.2018,115420,115430,115380,115390
03.12.2018,115400,115410,115340,115350
03.12.2018,115360,115400,115360,115380
03.12.2018,115390,115460,115380,115400
03.12.2018,115410,115430,115340,115340
03.12.2018,115350,115380,115280,115300
03.12.2018,115310,115440,115310,115420
03.12.2018,115420,115560,115420,115520
03.12.2018,115510,115570,115500,115510
03.12.2018,115520,115590,115520,115550
03.12.2018,115550,115620,115520,115550
03.12.2018,115540,115620,115510,115510
03.12.2018,115510,115570,115500,115530
03.12.2018,115520,115600,115480,115520
03.12.2018,115510,115590,115490,115500
03.12.2018,115510,115560,115460,115530
03.12.2018,115530,115640,115500,115610
03.12.2018,115600,115650,115590,115610
03.12.2018,115630,115670,115610,115670
03.12.2018,115660,115700,115620,115630
03.12.2018,115640,115640,115580,115620
03.12.2018,115620,115630,115580,115610
03.12.2018,115620,115630,115540,115600
03.12.2018,115600,115660,115590,115610
03.12.2018,115620,115630,115570,115580
03.12.2018,115580,115600,115440,115460
03.12.2018,115460,115470,115410,115460
03.12.2018,115460,115490,115420,115420
03.12.2018,115420,115440,115290,115310
03.12.2018,115320,115330,115250,115290
03.12.2018,115300,115330,115290,115310
03.12.2018,115310,115320,115270,115280
03.12.2018,115290,115300,115270,115300
03.12.2018,115300,115300,115230,115270
03.12.2018,115270,115290,114960,114970
03.12.2018,114960,115030,114910,114970
03.12.2018,114980,115090,114970,115060
03.12.2018,115050,115180,115020,115150
03.12.2018,115150,115170,115110,115160
03.12.2018,115160,115230,115150,115210
03.12.2018,115220,115280,115180,115210
03.12.2018,115200,115240,115170,115230
03.12.2018,115240,115280,115230,115240
03.12.2018,115240,115380,115240,115340
03.12.2018,115340,115360,115220,115230
03.12.2018,115230,115280,115230,115280
03.12.2018,115270,115300,115210,115260
03.12.2018,115260,115270,115170,115190
03.12.2018,115200,115210,115110,115130
03.12.2018,115130,115210,115120,115180
03.12.2018,115160,115220,115150,115220
03.12.2018,115190,115210,115170,115210
03.12.2018,115200,115260,115190,115230
03.12.2018,115250,115270,115190,115200
03.12.2018,115200,115210,115060,115090
03.12.2018,115080,115220,115080,115220
03.12.2018,115210,115240,115170,115240
03.12.2018,115240,115240,115180,115190
03.12.2018,115190,115240,115120,115140
03.12.2018,115140,115220,115130,115180
03.12.2018,115170,115210,115150,115200
03.12.2018,115190,115190,115120,115120
03.12.2018,115120,115130,115060,115090
03.12.2018,115080,115140,115070,115120
03.12.2018,115120,115170,115080,115140
03.12.2018,115140,115150,115060,115080
